vehicle_id,device_id,ride_date,minute_offset,max_current_per_throttle_ratio,above_threshold
122IAG,16040936,2026-08-29,843,1.563,True
122IAG,16040936,2026-08-29,844,1.267,True
122IAG,16040936,2026-08-29,845,0.65,False
122IAG,16040936,2026-08-29,848,1.361,True
122IAG,16040936,2026-08-29,849,1.004,False
122IAG,16040936,2026-08-29,850,0.884,False
122IAG,16040936,2026-08-29,853,0.933,False
122IAG,16040936,2026-08-29,854,1.381,True
122IAG,16040936,2026-08-29,855,1.26,True
122IAG,16040936,2026-08-29,856,1.1,False
122IAG,16040936,2026-08-29,857,1.162,True
122IAG,16040936,2026-08-29,858,1.19,True
122IAG,16040936,2026-08-29,859,1.186,True
122IAG,16040936,2026-08-29,860,0.641,False
122IAG,16040936,2026-08-29,861,1.102,False
122IAG,16040936,2026-08-29,862,1.083,False
122IAG,16040936,2026-08-29,864,1.432,True
122IAG,16040936,2026-08-29,865,0.741,False
122IAG,16040936,2026-08-29,866,0.607,False
122IAG,16040936,2026-08-29,867,0.778,False
122IAG,16040936,2026-08-29,868,1.129,False
122IAG,16040936,2026-08-29,869,1.212,True
122IAG,16040936,2026-08-29,870,1.104,False
122IAG,16040936,2026-08-29,871,1.223,True
122IAG,16040936,2026-08-31,776,1.099,False
122IAG,16040936,2026-08-31,777,0.65,False
122IAG,16040936,2026-08-31,778,1.018,False
122IAG,16040936,2026-08-31,779,1.307,True
122IAG,16040936,2026-08-31,782,1.1,False
122IAG,16040936,2026-08-31,783,1.576,True
122IAG,16040936,2026-08-31,784,0.602,False
122IAG,16040936,2026-08-31,787,1.523,True
122IAG,16040936,2026-08-31,788,0.253,False
122IAG,16040936,2026-08-31,789,1.159,True
122IAG,16040936,2026-08-31,792,1.037,False
122IAG,16040936,2026-08-31,793,1.589,True
122IAG,16040936,2026-08-31,796,1.301,True
122IAG,16040936,2026-08-31,797,1.048,False
122IAG,16040936,2026-08-31,798,1.683,True
122IAG,16040936,2026-08-31,799,0.541,False
122IAG,16040936,2026-08-31,800,0.793,False
122IAG,16040936,2026-08-31,802,1.37,True
122IAG,16040936,2026-08-31,803,0.785,False
122IAG,16040936,2026-08-31,804,1.203,True
122IAG,16040936,2026-08-31,806,0.896,False
122IAG,16040936,2026-08-31,807,1.052,False
122IAG,16040936,2026-08-31,808,1.658,True
122IAG,16040936,2026-08-31,809,1.292,True
122IAG,16040936,2026-08-31,812,1.244,True
122IAG,16040936,2026-08-31,813,0.793,False
122IAG,16040936,2026-08-31,819,0.609,False
122IAG,16040936,2026-08-31,820,0.66,False
122IAG,16040936,2026-08-31,822,0.844,False
122IAG,16040936,2026-08-31,823,1.036,False
122IAG,16040936,2026-08-31,824,1.55,True
122IAG,16040936,2026-08-31,825,2.002,True
122IAG,16040936,2026-08-31,828,1.247,True
122IAG,16040936,2026-08-31,829,0.856,False
122IAG,16040936,2026-08-31,830,1.196,True
122IAG,16040936,2026-08-31,832,1.023,False
122IAG,16040936,2026-08-31,833,0.308,False
122IAG,16040936,2026-08-31,834,0.61,False
122IAG,16040936,2026-08-31,837,0.989,False
122IAG,16040936,2026-08-31,838,0.729,False
122IAG,16040936,2026-08-31,841,0.779,False
122IAG,16040936,2026-08-31,842,1.106,False
122IAG,16040936,2026-08-31,843,0.734,False
122IAG,16040936,2026-08-31,844,0.815,False
122IAG,16040936,2026-08-31,846,1.893,True
122IAG,16040936,2026-08-31,847,0.831,False
122IAG,16040936,2026-08-31,848,1.624,True
122IAG,16040936,2026-08-31,849,1.074,False
122IAG,16040936,2026-08-31,850,1.411,True
122IAG,16040936,2026-08-31,851,1.417,True
122IAG,16040936,2026-08-31,854,1.252,True
122IAG,16040936,2026-08-31,855,0.901,False
122IAG,16040936,2026-08-31,856,1.335,True
122IAG,16040936,2026-08-31,857,1.575,True
122IAG,16040936,2026-08-31,858,1.119,False
122IAG,16040936,2026-08-31,862,1.234,True
122IAG,16040936,2026-08-31,863,0.62,False
122IAG,16040936,2026-08-31,864,2.943,True
122IAG,16040936,2026-08-31,865,1.056,False
122IAG,16040936,2026-08-31,867,1.882,True
122IAG,16040936,2026-08-31,868,4.829,True
122IAG,16040936,2026-08-31,869,7.955,True
122IAG,16040936,2026-08-31,871,1.791,True
122IAG,16040936,2026-08-31,872,0.718,False
122IAG,16040936,2026-08-31,873,1.106,False
122IAG,16040936,2026-08-31,874,1.508,True
122IAG,16040936,2026-08-31,876,1.384,True
122IAG,16040936,2026-08-31,877,0.61,False
122IAG,16040936,2026-08-31,880,1.27,True
122IAG,16040936,2026-08-31,881,1.41,True
122IAG,16040936,2026-08-31,882,1.023,False
122IAG,16040936,2026-08-31,883,1.051,False
122IAG,16040936,2026-08-31,887,0.98,False
122IAG,16040936,2026-08-31,888,0.365,False
122IAG,16040936,2026-08-31,889,0.86,False
122IAG,16040936,2026-08-31,890,1.29,True
122IAG,16040936,2026-08-31,892,1.118,False
122IAG,16040936,2026-08-31,893,0.762,False
122IAG,16040936,2026-08-31,894,1.063,False
122IAG,16040936,2026-08-31,895,1.111,False
122IAG,16040936,2026-08-31,896,1.866,True
122IAG,16040936,2026-08-31,897,1.868,True
122IAG,16040936,2026-08-31,898,1.165,True
122IAG,16040936,2026-08-31,899,0.592,False
122IAG,16040936,2026-08-31,901,1.245,True
122IAG,16040936,2026-08-31,902,0.667,False
122IAG,16040936,2026-08-31,903,0.607,False
122IAG,16040936,2026-08-31,904,0.611,False
122IAG,16040936,2026-08-31,905,1.196,True
122IAG,16040936,2026-08-31,907,0.959,False
122IAG,16040936,2026-08-31,908,1.442,True
122IAG,16040936,2026-08-31,909,1.184,True
122IAG,16040936,2026-08-31,910,1.433,True
122IAG,16040936,2026-08-31,911,1.584,True
122IAG,16040936,2026-08-31,913,1.061,False
122IAG,16040936,2026-08-31,914,1.082,False
122IAG,16040936,2026-08-31,915,0.615,False
122IAG,16040936,2026-08-31,916,0.676,False
122IAG,16040936,2026-08-31,917,4.959,True
122IAG,16040936,2026-08-31,921,1.252,True
122IAG,16040936,2026-08-31,922,1.128,False
122IAG,16040936,2026-08-31,923,1.19,True
122IAG,16040936,2026-08-31,924,0.279,False
122IAG,16040936,2026-08-31,925,1.459,True
122IAG,16040936,2026-08-31,928,1.132,False
122IAG,16040936,2026-08-31,929,0.991,False
122IAG,16040936,2026-08-31,930,0.28,False
122IAG,16040936,2026-08-31,931,0.853,False
122IAG,16040936,2026-08-31,935,1.251,True
122IAG,16040936,2026-08-31,936,1.218,True
122IAG,16040936,2026-08-31,937,0.725,False
122IAG,16040936,2026-08-31,939,1.416,True
122IAG,16040936,2026-08-31,940,0.624,False
122IAG,16040936,2026-08-31,941,1.098,False
122IAG,16040936,2026-08-31,942,1.291,True
122IAG,16040936,2026-08-31,943,0.917,False
122IAG,16040936,2026-08-31,945,1.283,True
122IAG,16040936,2026-08-31,947,0.929,False
122IAG,16040936,2026-08-31,949,1.394,True
122IAG,16040936,2026-08-31,950,1.056,False
122IAG,16040936,2026-08-31,951,3.82,True
122IAG,16040936,2026-08-31,953,0.614,False
122IAG,16040936,2026-08-31,954,0.951,False
122IAG,16040936,2026-08-31,955,0.967,False
122IAG,16040936,2026-08-31,959,2.364,True
122IAG,16040936,2026-08-31,960,1.248,True
122IAG,16040936,2026-08-31,962,1.439,True
122IAG,16040936,2026-08-31,963,1.03,False
122IAG,16040936,2026-08-31,964,2.928,True
122IAG,16040936,2026-08-31,966,1.485,True
122IAG,16040936,2026-08-31,967,0.963,False
122IAG,16040936,2026-08-31,968,1.304,True
122IAG,16040936,2026-08-31,969,1.142,True
122IAG,16040936,2026-08-31,971,1.542,True
122IAG,16040936,2026-08-31,972,1.364,True
122IAG,16040936,2026-08-31,973,1.279,True
122IAG,16040936,2026-08-31,974,0.715,False
122IAG,16040936,2026-08-31,976,1.046,False
122IAG,16040936,2026-08-31,977,1.233,True
122IAG,16040936,2026-08-31,978,1.574,True
122IAG,16040936,2026-08-31,981,1.194,True
122IAG,16040936,2026-08-31,982,0.61,False
122IAG,16040936,2026-08-31,984,1.273,True
122IAG,16040936,2026-08-31,985,0.309,False
122IAG,16040936,2026-08-31,986,1.368,True
122IAG,16040936,2026-08-31,987,1.157,True
122IAG,16040936,2026-08-31,988,1.136,False
122IAG,16040936,2026-08-31,989,1.103,False
122IAG,16040936,2026-08-31,991,0.0,False
122IAG,16040936,2026-08-31,992,1.357,True
122IAG,16040936,2026-08-31,993,0.828,False
122IAG,16040936,2026-08-31,994,1.235,True
122IAG,16040936,2026-08-31,995,1.139,False
122IAG,16040936,2026-08-31,996,0.327,False
122IAG,16040936,2026-08-31,997,0.633,False
122IAG,16040936,2026-08-31,998,1.15,True
122IAG,16040936,2026-08-31,1001,2.298,True
122IAG,16040936,2026-08-31,1007,1.269,True
122IAG,16040936,2026-08-31,1008,1.022,False
122IAG,16040936,2026-08-31,1014,1.265,True
122IAG,16040936,2026-08-31,1015,0.553,False
122IAG,16040936,2026-08-31,1016,0.608,False
122IAG,16040936,2026-08-31,1017,0.672,False
122IAG,16040936,2026-08-31,1018,0.616,False
122IAG,16040936,2026-08-31,1019,0.331,False
122IAG,16040936,2026-08-31,1020,0.322,False
122IAG,16040936,2026-08-31,1021,1.362,True
122IAG,16040936,2026-08-31,1028,0.972,False
122IAG,16040936,2026-08-31,1029,1.452,True
116IAG,16116760,2026-08-07,9,0.0,False
116IAG,16116760,2026-08-07,11,0.121,False
116IAG,16116760,2026-08-07,17,0.0,False
116IAG,16116760,2026-08-21,0,0.0,False
116IAG,16116760,2026-08-21,1,0.0,False
116IAG,16116760,2026-08-21,2,0.295,False
116IAG,16116760,2026-08-21,3,0.234,False
116IAG,16116760,2026-08-21,4,0.465,False
116IAG,16116760,2026-08-21,5,0.095,False
116IAG,16116760,2026-08-21,6,0.469,False
116IAG,16116760,2026-08-21,194,0.881,False
116IAG,16116760,2026-08-22,602,2.136,True
116IAG,16116760,2026-08-22,603,0.61,False
116IAG,16116760,2026-08-22,624,1.096,False
116IAG,16116760,2026-08-22,625,0.521,False
116IAG,16116760,2026-08-22,629,3.321,True
116IAG,16116760,2026-08-22,630,1.336,True
116IAG,16116760,2026-08-22,631,1.257,True
116IAG,16116760,2026-08-22,632,0.741,False
116IAG,16116760,2026-08-22,633,1.41,True
116IAG,16116760,2026-08-22,634,1.135,False
116IAG,16116760,2026-08-22,637,0.89,False
116IAG,16116760,2026-08-22,638,1.269,True
116IAG,16116760,2026-08-22,639,1.131,False
116IAG,16116760,2026-08-22,640,1.341,True
116IAG,16116760,2026-08-22,641,2.302,True
116IAG,16116760,2026-08-22,642,1.262,True
116IAG,16116760,2026-08-22,646,1.273,True
116IAG,16116760,2026-08-22,647,1.021,False
116IAG,16116760,2026-08-22,648,1.269,True
116IAG,16116760,2026-08-22,649,1.211,True
116IAG,16116760,2026-08-22,650,0.491,False
116IAG,16116760,2026-08-22,653,1.183,True
116IAG,16116760,2026-08-22,654,0.876,False
116IAG,16116760,2026-08-22,657,1.141,True
116IAG,16116760,2026-08-22,658,1.283,True
116IAG,16116760,2026-08-22,659,1.154,True
116IAG,16116760,2026-08-22,669,0.855,False
116IAG,16116760,2026-08-22,670,1.243,True
116IAG,16116760,2026-08-22,671,1.4,True
116IAG,16116760,2026-08-22,672,0.982,False
116IAG,16116760,2026-08-22,673,1.336,True
116IAG,16116760,2026-08-22,674,0.817,False
116IAG,16116760,2026-08-22,675,0.69,False
116IAG,16116760,2026-08-22,676,1.339,True
116IAG,16116760,2026-08-22,677,1.304,True
116IAG,16116760,2026-08-22,684,1.408,True
116IAG,16116760,2026-08-22,685,1.655,True
116IAG,16116760,2026-08-22,686,1.638,True
116IAG,16116760,2026-08-22,687,1.205,True
116IAG,16116760,2026-08-22,688,0.96,False
116IAG,16116760,2026-08-22,689,1.26,True
116IAG,16116760,2026-08-22,690,1.034,False
116IAG,16116760,2026-08-22,691,0.813,False
116IAG,16116760,2026-08-22,692,1.277,True
116IAG,16116760,2026-08-22,693,1.795,True
116IAG,16116760,2026-08-22,694,1.246,True
116IAG,16116760,2026-08-22,695,1.373,True
116IAG,16116760,2026-08-22,696,1.36,True
116IAG,16116760,2026-08-22,697,1.259,True
116IAG,16116760,2026-08-22,698,1.208,True
116IAG,16116760,2026-08-22,701,0.89,False
116IAG,16116760,2026-08-22,702,1.283,True
116IAG,16116760,2026-08-22,703,1.152,True
116IAG,16116760,2026-08-22,704,1.228,True
116IAG,16116760,2026-08-22,705,1.209,True
116IAG,16116760,2026-08-22,706,1.197,True
116IAG,16116760,2026-08-22,707,1.332,True
116IAG,16116760,2026-08-22,708,1.163,True
116IAG,16116760,2026-08-22,709,0.876,False
116IAG,16116760,2026-08-22,711,2.472,True
116IAG,16116760,2026-08-22,712,1.78,True
116IAG,16116760,2026-08-22,713,1.66,True
116IAG,16116760,2026-08-22,715,1.17,True
116IAG,16116760,2026-08-22,716,2.322,True
116IAG,16116760,2026-08-22,717,0.935,False
116IAG,16116760,2026-08-22,720,1.263,True
116IAG,16116760,2026-08-22,721,1.373,True
116IAG,16116760,2026-08-22,722,1.026,False
116IAG,16116760,2026-08-22,723,0.803,False
116IAG,16116760,2026-08-22,724,1.655,True
116IAG,16116760,2026-08-22,725,1.217,True
116IAG,16116760,2026-08-22,726,1.066,False
116IAG,16116760,2026-08-22,727,1.143,True
116IAG,16116760,2026-08-22,728,0.281,False
116IAG,16116760,2026-08-22,730,1.258,True
116IAG,16116760,2026-08-22,731,1.338,True
116IAG,16116760,2026-08-22,732,1.162,True
116IAG,16116760,2026-08-22,733,1.218,True
116IAG,16116760,2026-08-22,737,0.926,False
116IAG,16116760,2026-08-22,738,1.261,True
116IAG,16116760,2026-08-22,739,0.374,False
116IAG,16116760,2026-08-22,740,0.609,False
116IAG,16116760,2026-08-22,741,1.038,False
116IAG,16116760,2026-08-22,744,1.198,True
116IAG,16116760,2026-08-22,745,1.149,True
116IAG,16116760,2026-08-22,746,1.199,True
116IAG,16116760,2026-08-22,747,1.016,False
116IAG,16116760,2026-08-22,748,1.138,False
116IAG,16116760,2026-08-22,753,1.268,True
116IAG,16116760,2026-08-22,754,1.196,True
116IAG,16116760,2026-08-22,755,0.814,False
116IAG,16116760,2026-08-22,756,1.137,False
116IAG,16116760,2026-08-22,757,1.346,True
116IAG,16116760,2026-08-22,758,1.153,True
116IAG,16116760,2026-08-22,761,0.546,False
116IAG,16116760,2026-08-22,762,1.109,False
116IAG,16116760,2026-08-22,763,1.53,True
116IAG,16116760,2026-08-22,764,0.815,False
116IAG,16116760,2026-08-22,765,0.713,False
116IAG,16116760,2026-08-22,767,0.974,False
116IAG,16116760,2026-08-22,768,1.084,False
116IAG,16116760,2026-08-22,769,1.447,True
116IAG,16116760,2026-08-22,770,0.803,False
116IAG,16116760,2026-08-22,771,1.266,True
116IAG,16116760,2026-08-22,772,0.299,False
116IAG,16116760,2026-08-22,773,1.049,False
116IAG,16116760,2026-08-22,774,1.345,True
116IAG,16116760,2026-08-22,775,0.845,False
116IAG,16116760,2026-08-22,776,1.219,True
116IAG,16116760,2026-08-22,777,1.256,True
116IAG,16116760,2026-08-22,778,1.249,True
116IAG,16116760,2026-08-22,779,0.813,False
116IAG,16116760,2026-08-22,780,0.843,False
116IAG,16116760,2026-08-22,781,1.175,True
116IAG,16116760,2026-08-22,782,1.66,True
116IAG,16116760,2026-08-22,785,1.083,False
116IAG,16116760,2026-08-22,786,1.206,True
116IAG,16116760,2026-08-22,787,0.957,False
116IAG,16116760,2026-08-22,788,1.136,False
116IAG,16116760,2026-08-22,789,0.837,False
116IAG,16116760,2026-08-22,790,1.237,True
116IAG,16116760,2026-08-22,791,1.43,True
116IAG,16116760,2026-08-22,792,1.199,True
116IAG,16116760,2026-08-22,793,0.0,False
116IAG,16116760,2026-08-22,796,0.534,False
116IAG,16116760,2026-08-22,797,1.155,True
116IAG,16116760,2026-08-22,798,1.265,True
116IAG,16116760,2026-08-22,799,0.226,False
116IAG,16116760,2026-08-22,800,1.086,False
116IAG,16116760,2026-08-22,801,1.294,True
116IAG,16116760,2026-08-22,803,1.421,True
116IAG,16116760,2026-08-22,804,1.639,True
116IAG,16116760,2026-08-22,805,0.264,False
116IAG,16116760,2026-08-22,806,1.259,True
116IAG,16116760,2026-08-22,807,1.266,True
116IAG,16116760,2026-08-22,808,1.237,True
116IAG,16116760,2026-08-22,811,1.133,False
116IAG,16116760,2026-08-22,812,0.299,False
116IAG,16116760,2026-08-22,813,1.197,True
116IAG,16116760,2026-08-22,814,1.264,True
116IAG,16116760,2026-08-22,815,1.198,True
116IAG,16116760,2026-08-22,816,0.858,False
116IAG,16116760,2026-08-22,817,1.144,True
116IAG,16116760,2026-08-22,818,0.87,False
116IAG,16116760,2026-08-22,820,0.248,False
116IAG,16116760,2026-08-22,821,1.239,True
116IAG,16116760,2026-08-22,822,1.144,True
116IAG,16116760,2026-08-22,823,1.201,True
116IAG,16116760,2026-08-22,824,1.241,True
116IAG,16116760,2026-08-22,825,0.806,False
116IAG,16116760,2026-08-22,828,2.812,True
116IAG,16116760,2026-08-22,829,1.066,False
116IAG,16116760,2026-08-22,830,0.836,False
116IAG,16116760,2026-08-22,831,1.017,False
116IAG,16116760,2026-08-22,832,1.141,True
116IAG,16116760,2026-08-22,834,0.89,False
116IAG,16116760,2026-08-22,835,0.97,False
116IAG,16116760,2026-08-22,836,0.475,False
116IAG,16116760,2026-08-22,837,0.564,False
116IAG,16116760,2026-08-22,838,1.244,True
116IAG,16116760,2026-08-22,839,1.448,True
116IAG,16116760,2026-08-22,840,1.142,True
116IAG,16116760,2026-08-22,841,1.239,True
116IAG,16116760,2026-08-22,842,1.949,True
116IAG,16116760,2026-08-22,843,1.299,True
116IAG,16116760,2026-08-22,844,1.022,False
116IAG,16116760,2026-08-22,848,0.494,False
116IAG,16116760,2026-08-22,849,1.165,True
116IAG,16116760,2026-08-22,850,1.09,False
116IAG,16116760,2026-08-22,851,1.181,True
116IAG,16116760,2026-08-22,852,1.286,True
116IAG,16116760,2026-08-22,853,1.141,True
116IAG,16116760,2026-08-22,854,1.232,True
116IAG,16116760,2026-08-22,855,1.266,True
116IAG,16116760,2026-08-22,856,0.868,False
116IAG,16116760,2026-08-22,857,0.52,False
116IAG,16116760,2026-08-22,866,0.16,False
116IAG,16116760,2026-08-22,867,0.945,False
116IAG,16116760,2026-08-22,868,0.0,False
116IAG,16116760,2026-08-22,869,0.057,False
116IAG,16116760,2026-08-22,889,1.086,False
116IAG,16116760,2026-08-22,890,1.067,False
116IAG,16116760,2026-08-22,891,1.305,True
116IAG,16116760,2026-08-22,892,0.964,False
116IAG,16116760,2026-08-22,893,1.465,True
116IAG,16116760,2026-08-22,894,1.257,True
116IAG,16116760,2026-08-22,896,0.49,False
116IAG,16116760,2026-08-22,897,1.684,True
116IAG,16116760,2026-08-22,898,0.468,False
116IAG,16116760,2026-08-22,901,1.198,True
116IAG,16116760,2026-08-22,902,0.302,False
116IAG,16116760,2026-08-22,903,1.257,True
116IAG,16116760,2026-08-22,904,1.286,True
116IAG,16116760,2026-08-22,908,0.45,False
116IAG,16116760,2026-08-22,1013,0.42,False
116IAG,16116760,2026-08-24,0,0.332,False
116IAG,16116760,2026-08-24,1,0.264,False
116IAG,16116760,2026-08-24,321,0.264,False
116IAG,16116760,2026-08-24,323,0.452,False
116IAG,16116760,2026-08-24,344,0.799,False
116IAG,16116760,2026-08-24,345,0.998,False
116IAG,16116760,2026-08-24,346,1.04,False
116IAG,16116760,2026-08-24,347,0.8,False
116IAG,16116760,2026-08-24,348,0.851,False
116IAG,16116760,2026-08-24,349,0.801,False
116IAG,16116760,2026-08-24,350,0.992,False
116IAG,16116760,2026-08-24,354,1.141,True
116IAG,16116760,2026-08-24,355,0.802,False
116IAG,16116760,2026-08-24,356,1.434,True
116IAG,16116760,2026-08-24,357,1.25,True
116IAG,16116760,2026-08-24,358,1.232,True
116IAG,16116760,2026-08-24,359,0.677,False
116IAG,16116760,2026-08-24,394,0.978,False
116IAG,16116760,2026-08-24,395,1.537,True
116IAG,16116760,2026-08-24,396,1.247,True
116IAG,16116760,2026-08-24,397,1.352,True
116IAG,16116760,2026-08-24,398,0.667,False
116IAG,16116760,2026-08-24,399,1.067,False
116IAG,16116760,2026-08-24,400,0.922,False
116IAG,16116760,2026-08-24,401,0.803,False
116IAG,16116760,2026-08-24,407,0.798,False
116IAG,16116760,2026-08-24,408,0.987,False
116IAG,16116760,2026-08-24,409,1.194,True
116IAG,16116760,2026-08-24,410,1.24,True
116IAG,16116760,2026-08-24,411,0.79,False
116IAG,16116760,2026-08-24,412,1.43,True
116IAG,16116760,2026-08-24,413,1.337,True
116IAG,16116760,2026-08-24,414,2.445,True
116IAG,16116760,2026-08-24,417,0.804,False
116IAG,16116760,2026-08-24,418,1.275,True
116IAG,16116760,2026-08-24,419,2.797,True
116IAG,16116760,2026-08-24,420,1.152,True
116IAG,16116760,2026-08-24,421,1.22,True
116IAG,16116760,2026-08-24,422,0.849,False
116IAG,16116760,2026-08-24,423,0.679,False
116IAG,16116760,2026-08-24,427,0.915,False
116IAG,16116760,2026-08-24,428,1.296,True
116IAG,16116760,2026-08-24,429,1.182,True
116IAG,16116760,2026-08-24,430,1.186,True
116IAG,16116760,2026-08-24,431,0.88,False
116IAG,16116760,2026-08-24,432,0.883,False
116IAG,16116760,2026-08-24,433,1.094,False
116IAG,16116760,2026-08-24,437,0.852,False
116IAG,16116760,2026-08-24,438,1.172,True
116IAG,16116760,2026-08-24,439,0.991,False
116IAG,16116760,2026-08-24,440,1.512,True
116IAG,16116760,2026-08-24,441,0.81,False
116IAG,16116760,2026-08-24,442,3.902,True
116IAG,16116760,2026-08-24,446,0.989,False
116IAG,16116760,2026-08-24,447,1.271,True
116IAG,16116760,2026-08-24,448,3.292,True
116IAG,16116760,2026-08-24,449,1.176,True
116IAG,16116760,2026-08-24,450,1.433,True
116IAG,16116760,2026-08-24,451,0.781,False
116IAG,16116760,2026-08-24,465,0.86,False
116IAG,16116760,2026-08-24,466,0.981,False
116IAG,16116760,2026-08-24,467,1.239,True
116IAG,16116760,2026-08-24,468,1.345,True
116IAG,16116760,2026-08-24,469,1.105,False
116IAG,16116760,2026-08-24,470,1.126,False
116IAG,16116760,2026-08-24,471,0.977,False
116IAG,16116760,2026-08-24,472,0.905,False
116IAG,16116760,2026-08-24,475,1.832,True
116IAG,16116760,2026-08-24,476,1.04,False
116IAG,16116760,2026-08-24,477,1.075,False
116IAG,16116760,2026-08-24,676,0.12,False
116IAG,16116760,2026-08-24,688,0.283,False
116IAG,16116760,2026-08-24,692,1.284,True
116IAG,16116760,2026-08-24,693,1.221,True
116IAG,16116760,2026-08-24,694,1.22,True
116IAG,16116760,2026-08-24,695,1.309,True
116IAG,16116760,2026-08-24,696,0.554,False
116IAG,16116760,2026-08-24,697,1.298,True
116IAG,16116760,2026-08-24,698,1.244,True
116IAG,16116760,2026-08-24,699,0.215,False
116IAG,16116760,2026-08-24,700,0.862,False
116IAG,16116760,2026-08-24,701,2.243,True
116IAG,16116760,2026-08-24,702,1.322,True
116IAG,16116760,2026-08-24,703,0.688,False
116IAG,16116760,2026-08-24,705,1.32,True
116IAG,16116760,2026-08-24,706,1.047,False
116IAG,16116760,2026-08-24,707,1.107,False
116IAG,16116760,2026-08-24,708,0.848,False
116IAG,16116760,2026-08-24,709,1.576,True
116IAG,16116760,2026-08-24,710,1.129,False
116IAG,16116760,2026-08-24,711,1.148,True
116IAG,16116760,2026-08-24,714,1.175,True
116IAG,16116760,2026-08-24,715,1.2,True
116IAG,16116760,2026-08-24,716,1.203,True
116IAG,16116760,2026-08-24,717,1.162,True
116IAG,16116760,2026-08-24,718,1.449,True
116IAG,16116760,2026-08-24,719,1.542,True
116IAG,16116760,2026-08-24,720,0.845,False
116IAG,16116760,2026-08-24,722,1.02,False
116IAG,16116760,2026-08-24,723,1.251,True
116IAG,16116760,2026-08-24,724,0.168,False
116IAG,16116760,2026-08-24,726,1.073,False
116IAG,16116760,2026-08-24,727,1.205,True
116IAG,16116760,2026-08-24,738,1.584,True
116IAG,16116760,2026-08-24,739,1.528,True
116IAG,16116760,2026-08-24,740,1.021,False
116IAG,16116760,2026-08-24,741,0.805,False
116IAG,16116760,2026-08-24,742,0.802,False
116IAG,16116760,2026-08-24,743,1.244,True
116IAG,16116760,2026-08-24,744,1.292,True
116IAG,16116760,2026-08-24,745,0.282,False
116IAG,16116760,2026-08-24,746,1.309,True
116IAG,16116760,2026-08-24,747,1.2,True
116IAG,16116760,2026-08-24,748,0.287,False
116IAG,16116760,2026-08-24,749,1.312,True
116IAG,16116760,2026-08-24,750,1.159,True
116IAG,16116760,2026-08-24,751,1.367,True
116IAG,16116760,2026-08-24,752,0.985,False
116IAG,16116760,2026-08-24,753,1.115,False
116IAG,16116760,2026-08-24,754,0.8,False
116IAG,16116760,2026-08-24,755,1.187,True
116IAG,16116760,2026-08-24,756,1.328,True
116IAG,16116760,2026-08-24,757,1.186,True
116IAG,16116760,2026-08-24,758,1.261,True
116IAG,16116760,2026-08-24,759,1.218,True
116IAG,16116760,2026-08-24,760,1.105,False
116IAG,16116760,2026-08-24,761,0.566,False
116IAG,16116760,2026-08-24,762,1.237,True
116IAG,16116760,2026-08-24,771,0.906,False
116IAG,16116760,2026-08-24,772,1.233,True
116IAG,16116760,2026-08-24,773,1.201,True
116IAG,16116760,2026-08-24,774,1.265,True
116IAG,16116760,2026-08-24,775,1.329,True
116IAG,16116760,2026-08-24,776,1.022,False
116IAG,16116760,2026-08-24,778,1.2,True
116IAG,16116760,2026-08-24,779,1.102,False
116IAG,16116760,2026-08-24,782,1.14,True
116IAG,16116760,2026-08-24,783,1.231,True
116IAG,16116760,2026-08-24,784,0.958,False
116IAG,16116760,2026-08-24,785,0.807,False
116IAG,16116760,2026-08-24,786,0.995,False
116IAG,16116760,2026-08-24,787,1.385,True
116IAG,16116760,2026-08-24,788,0.011,False
116IAG,16116760,2026-08-24,789,0.887,False
116IAG,16116760,2026-08-24,790,1.33,True
116IAG,16116760,2026-08-24,791,0.234,False
116IAG,16116760,2026-08-24,792,1.206,True
116IAG,16116760,2026-08-24,793,0.567,False
116IAG,16116760,2026-08-24,796,1.056,False
116IAG,16116760,2026-08-24,797,1.25,True
116IAG,16116760,2026-08-24,798,1.25,True
116IAG,16116760,2026-08-24,799,1.218,True
116IAG,16116760,2026-08-24,800,1.278,True
116IAG,16116760,2026-08-24,801,1.343,True
116IAG,16116760,2026-08-24,802,1.166,True
116IAG,16116760,2026-08-24,803,0.549,False
116IAG,16116760,2026-08-24,804,1.174,True
116IAG,16116760,2026-08-24,805,1.104,False
116IAG,16116760,2026-08-24,806,0.361,False
116IAG,16116760,2026-08-24,807,1.303,True
116IAG,16116760,2026-08-24,808,1.069,False
116IAG,16116760,2026-08-24,809,1.043,False
116IAG,16116760,2026-08-24,810,1.134,False
116IAG,16116760,2026-08-24,811,1.581,True
116IAG,16116760,2026-08-24,812,1.595,True
116IAG,16116760,2026-08-24,816,0.956,False
116IAG,16116760,2026-08-24,817,1.196,True
116IAG,16116760,2026-08-24,818,1.066,False
116IAG,16116760,2026-08-24,819,1.033,False
116IAG,16116760,2026-08-24,820,1.243,True
116IAG,16116760,2026-08-24,824,1.021,False
116IAG,16116760,2026-08-24,825,1.246,True
116IAG,16116760,2026-08-24,826,1.107,False
116IAG,16116760,2026-08-24,827,1.084,False
116IAG,16116760,2026-08-24,829,1.212,True
116IAG,16116760,2026-08-24,830,1.122,False
116IAG,16116760,2026-08-24,831,0.286,False
116IAG,16116760,2026-08-24,832,1.112,False
116IAG,16116760,2026-08-24,833,0.697,False
116IAG,16116760,2026-08-24,834,1.293,True
116IAG,16116760,2026-08-24,837,0.945,False
116IAG,16116760,2026-08-24,838,0.989,False
